nctId,conditions,classification
NCT06051695,"Solid Tumor, Adult, Colorectal Cancer, NSCLC, Non Small Cell Lung Cancer, NSCLC, Recurrent, Non-Small Cell Squamous Lung Cancer, Pancreas Cancer, Pancreatic Neoplasm, Colorectal Adenocarcinoma, CRC, Colon Cancer, Rectal Cancer, Cancer, Ovarian Cancer, Ovarian Neoplasms, Mesothelioma, Mesothelioma, Malignant, Ovary Cancer, Lung Cancer, MESOM",solid tumor
NCT03060356,"Malignant Melanoma, Breast Cancer",solid tumor
NCT04715191,"Liver Cancer, Rhabdomyosarcoma, Malignant Rhabdoid Tumor, Liposarcoma, Wilms Tumor, Yolk Sac Tumor",solid tumor
NCT05989204,Non Hodgkin Lymphoma,blood cancer
NCT05489991,Metastatic Castration-resistant Prostate Cancer,solid tumor
NCT02081937,"Hematopoietic/Lymphoid Cancer, Non-hodgkin Lymphoma,B Cell, Mantle Cell Lymphoma",blood cancer
NCT02965157,"Lymphoma, B-Cell",blood cancer
NCT04601181,B Cell Malignancy,others
NCT00468416,Colorectal Cancer,solid tumor
NCT04003168,Multiple Myeloma,blood cancer
NCT03455972,Safety and Efficacy,others
NCT03874897,Advanced Solid Tumor,solid tumor
NCT04429438,B Cell Lymphoma (BCL),blood cancer
NCT06027853,"AML, Adult",others
NCT05263817,"POEMS Syndrome, Amyloidosis, Autoimmune Hemolytic Anemia, Vasculitis",others
NCT05987696,"AML, Adult, Minimal Residual Disease",others
NCT03882840,"Anti-cancer Cell Immunotherapy, T Cell and NK Cell",solid tumor
NCT06469190,Nephropathy,others
NCT03549442,Multiple Myeloma,blood cancer
NCT05902845,"Neoplasms, Hematologic Neoplasms, Hematologic Diseases",blood cancer
NCT03711864,Multiple Myeloma,blood cancer
NCT05811117,"ICANS, Grade Unspecified, CAR T-Cell-Related Encephalopathy Syndrome",others
NCT06906380,"Acute Myeloid Leukemia, in Relapse, Acute Myeloid Leukemia, in Relapsed or Refractory, MDS (Myelodysplastic Syndrome)",blood cancer
NCT03125577,B-cell Malignancies,others
NCT06733935,"Systemic Sclerosis, Idiopathic Inflammatory Myopathies, Antineutrophil Cytoplasmic Antibody-Associated Vasculitis",others
NCT06791681,Relapsed/ Refractory Multiple Myeloma,blood cancer
NCT06902844,"Systemic Lupus Erythematosus (SLE), Lupus Nephritis (LN)",others
NCT05963217,"Relapsed or Refractory CD19+ B-cell Lymphoma, Relapsed or Refractory Chronic Lymphocytic Leukemia, Relapsed or Refractory Small Lymphocytic Lymphoma",blood cancer
NCT04561557,"Autoimmune Diseases, Autoimmune Diseases of the Nervous System, Neuromyelitis Optica Spectrum Disorder, Myasthenia Gravis, Chronic Inflammatory Demyelinating Polyradiculoneuropathy, Idiopathic Inflammatory Myopathies, Multiple Sclerosis, Autoimmune Encephalitis, Myelin Oligodendrocyte Glycoprotein Antibody-Associated Disease (MOGAD), POEMS Syndrome",others
NCT06799247,Myasthaenia Gravis,others
NCT04767308,"CD5+ Relapsed/Refractory Hematopoietic Malignancies, Chronic Lymphocytic Leukemia (CLL), Mantle Cell Lymphoma (MCL), Diffuse Large B-cell Lymphoma (DLBCL), Follicular Lymphoma (FL), Peripheral T-cell Lymphomas (PTCL)",blood cancer
NCT04264039,"B-cell Acute Lymphoblastic Leukemia, B-cell Lymphoma",blood cancer
NCT04486872,Diffuse Large B Cell Lymphoma,blood cancer
NCT03814447,Ovarian Cancer,solid tumor
NCT06718244,Acute Lymphoblastic Leukemia,blood cancer
NCT03811457,Lymphoma Leukemia,blood cancer
NCT06912152,B7-H3-positive Advanced Malignant Solid Tumors Advanced Primary Peritoneal Tumors or Secondary Abdominal Metastatic Malignant Solid Tumors,solid tumor
NCT05028933,"Advanced Hepatocellular Carcinoma, Advanced Colorectal Cancer, Advanced Gastric Cancer, Advanced Pancreatic Cancer",solid tumor
NCT02445222,Long Term Safety of Patients Receiving CAR-T in an Eligible Clinical Trial or Managed Access Program,others
NCT03605238,Neuromyelitis Optica Spectrum Disorder,others
NCT06822868,B-Cell Non-Hodgkin Lymphoma,blood cancer
NCT03740256,"Bladder Cancer, Head and Neck Squamous Cell Carcinoma, Cancer of the Salivary Gland, Lung Cancer, Breast Cancer, Gastric Cancer, Esophageal Cancer, Colorectal Cancer, Pancreatic Adenocarcinoma, Solid Tumor",solid tumor
NCT03994705,Multiple Myeloma,blood cancer
NCT04206943,"Acute Lymphoblastic Leukemia, Non Hodgkin Lymphoma",blood cancer
NCT06242834,B-Cell Non-Hodgkin Lymphoma,blood cancer
NCT06126341,Multiple Myeloma,blood cancer
NCT05822037,"Multiple Myeloma, Plasma Cell Leukemia",blood cancer
NCT02715362,"Carcinoma, Hepatocellular",solid tumor
NCT05023707,Acute Myeloid Leukemia,blood cancer
NCT05128786,SAR,others
NCT05390671,CART Therapy,others
NCT06589089,Diffuse Large B Cell Lymphoma,blood cancer
NCT05665062,"CLL/SLL, NHL, Mantle Cell Lymphoma, Follicular Lymphoma, Large B-cell Lymphoma, Indolent B-Cell Non-Hodgkin Lymphoma, Diffuse Large B Cell Lymphoma",blood cancer
NCT05576181,"Allogeneic, CAR-T, Protein Sequestration, Non-gene Edited",others
NCT06144385,"Liver Carcinoma, Hepatic Cell Carcinoma",solid tumor
NCT06144151,Neurotoxicity,others
NCT03291444,"Leukemia, Acute Lymphocytic (ALL), Leukemia, Acute Myelogenous (AML), Myelodysplastic Syndromes",blood cancer
NCT04107285,Lymphoma Receiving CAR-T Therapy,blood cancer
NCT03915184,Multiple Myeloma,blood cancer
NCT04264078,"T-cell Leukemia, T-cell Lymphoma",blood cancer
NCT05514327,"Diffuse Large B Cell Lymphoma, CAR-T, Radiotherapy, Bridging Therapy",blood cancer
NCT04503538,"Large B-cell Lymphoma, Diffuse Large B Cell Lymphoma, Primary Mediastinal Large B Cell Lymphoma, High-grade B-cell Lymphoma, Follicular Lymphoma",blood cancer
NCT04082910,"Solid Tumor, Hematological Malignancy",blood cancer
NCT02819583,"Acute Lymphocytic Leukemia, Chronic Lymphocytic Leukemia, Follicular Lymphoma, Mantle Cell Lymphoma, B-cell Prolymphocytic Leukemia, Diffuse Large Cell Lymphoma",blood cancer
NCT03056339,"B-Lymphoid Malignancies, Acute Lymphocytic Leukemia, Chronic Lymphocytic Leukemia, Non-hodgkin Lymphoma",blood cancer
NCT05091541,B-cell Non-Hodgkin's Lymphoma,blood cancer
NCT03448393,"Lymphoma, Non-Hodgkin, Leukemia, Lymphocytic, B Cell, B-Cell Lymphoma, B-Cell Leukemia, Acute Lymphoid Leukemia, B-Non Hodgkin Lymphoma, B-NHL, B-All, Acute Lymphoblastic Leukemia, Acute Lymphocytic Leukemia",blood cancer
NCT06734871,B-Cell Non-Hodgkin Lymphoma,blood cancer
NCT05727683,Acute Lymphocytic Leukemia,blood cancer
NCT04960579,Multiple Myeloma,blood cancer
NCT06912529,"B-cell Lymphoma Refractory, B-cell Lymphoma Recurrent",blood cancer
NCT06049381,Relapsed Non-Hodgkin Lymphoma,blood cancer
NCT03890198,"Gastric Cancer, Pancreatic Ductal Adenocarcinoma",solid tumor
NCT06588491,"Stiff-Person Syndrome, SPS",others
NCT05714345,Relapsed/Refractory Large B Cell Lymphoma,blood cancer
NCT06080191,B-cell Acute Lymphoblastic Leukemia,blood cancer
NCT05166070,Solid Tumor,solid tumor
NCT04623944,"Relapsed/Refractory AML, AML, Adult, MDS, Refractory Myelodysplastic Syndromes",others
NCT05722418,Relapsed/Refractory Multiple Myeloma,blood cancer
NCT04236011,Multiple Myeloma,blood cancer
NCT02932956,Liver Cancer,solid tumor
NCT03110640,"B-cell Adult Acute Lymphoblastic Leukemia, B-cell Chronic Lymphocytic Leukemia, Adult Acute Lymphoblastic Leukemia in Remission, Hematopoietic/Lymphoid Cancer, Refractory Chronic Lymphocytic Leukemia",blood cancer
NCT04836507,"Relapsed Large B-cell Lymphoma, Refractory Large B-cell Lymphoma, Diffuse Large B-cell Lymphoma (DLBCL), Primary Mediastinal Large B-Cell Lymphoma (PMBCL), High-grade B-cell Lymphoma, Transformed Follicular Lymphoma (TFL)",blood cancer
NCT05535673,"Allogeneic, CAR-T, Protein Sequestration, Non-gene Edited, r/r B-NHL",others
NCT03798509,"CD19-positive, Acute Lymphoblastic Leukemia",blood cancer
NCT05942599,Relapsed Acute Myeloid Leukaemia,blood cancer
NCT00547911,"Parkinson Disease, Multiple System Atrophy, Autonomic Nervous System Diseases",others
NCT06548607,"SLE (Systemic Lupus), Systemic Sclerosis, ANCA Associated Vasculitis, Idiopathic Inflammatory Myopathies, Sjogren's Syndrome, Autoimmune Diseases",others
NCT04049513,"Lymphomas Non-Hodgkin's B-Cell, Diffuse Large B-cell Lymphoma (DLBCL), Primary Mediastinal B-cell Lymphoma (PMBCL), Transformed Follicular Lymphoma (TFL), Follicular Lymphoma (FL), Mantle Cell Lymphoma (MCL)",blood cancer
NCT06630104,"Lymphoproliferative Disorder, Multiple Myeloma",blood cancer
NCT03720496,"Non-hodgkin Lymphoma,B Cell",blood cancer
NCT05838131,"Multiple Myeloma, Primary Plasma Cell Leukemia",blood cancer
NCT03615313,Advanced Solid Tumor,solid tumor
NCT06834373,"Large B-Cell Lymphoma With IRF4 Rearrangement, Recurrent Aggressive B-Cell Non-Hodgkin Lymphoma, Recurrent ALK-Positive Large B-Cell Lymphoma, Recurrent Diffuse Large B-Cell Lymphoma Activated B-Cell Type, Recurrent Diffuse Large B-Cell Lymphoma Associated With Chronic Inflammation, Recurrent Diffuse Large B-Cell Lymphoma Germinal Center B-Cell Type, Recurrent Diffuse Large B-Cell Lymphoma, Not Otherwise Specified, Recurrent EBV-Positive Diffuse Large B-Cell Lymphoma, Not Otherwise Specified, Recurrent Grade 3b Follicular Lymphoma, Recurrent High Grade B-Cell Lymphoma With MYC and BCL2 Rearrangements, Recurrent High Grade B-Cell Lymphoma, Not Otherwise Specified, Recurrent Intravascular Large B-Cell Lymphoma, Recurrent Primary Cutaneous Diffuse Large B-Cell Lymphoma, Leg Type, Recurrent Primary Mediastinal Large B-Cell Lymphoma, Recurrent T-Cell/Histiocyte-Rich Large B-Cell Lymphoma, Recurrent Transformed Non-Hodgkin Lymphoma, Refractory Aggressive B-Cell Non-Hodgkin Lymphoma, Refractory ALK-Positive Large B-Cell Lymphoma, Refractory Diffuse Large B-Cell Lymphoma Activated B-Cell Type, Refractory Diffuse Large B-Cell Lymphoma Associated With Chronic Inflammation, Refractory Diffuse Large B-Cell Lymphoma Germinal Center B-Cell Type, Refractory Diffuse Large B-Cell Lymphoma, Not Otherwise Specified, Refractory EBV-Positive Diffuse Large B-Cell Lymphoma, Not Otherwise Specified, Refractory Grade 3b Follicular Lymphoma, Refractory High Grade B-Cell Lymphoma With MYC and BCL2 Rearrangements, Refractory High Grade B-Cell Lymphoma, Not Otherwise Specified, Refractory Intravascular Large B-Cell Lymphoma, Refractory Primary Cutaneous Diffuse Large B-Cell Lymphoma, Leg Type, Refractory Primary Mediastinal Large B-Cell Lymphoma, Refractory T-Cell/Histiocyte-Rich Large B-Cell Lymphoma, Refractory Transformed Non-Hodgkin Lymphoma",blood cancer
NCT03287804,Multiple Myeloma,blood cancer
NCT01087294,"Leukemia, B-cell, Lymphoma, Hodgkins, Lymphoma, Non-hodgkins, Lymphoma, B-Cell",blood cancer
NCT06480565,Clear Cell Renal Cell Carcinoma,solid tumor
NCT03941457,Pancreatic Cancer,solid tumor
NCT04279470,"Adverse Drug Reactions, Cancer",solid tumor
NCT03166878,"B Cell Leukemia, B Cell Lymphoma",blood cancer
NCT06004167,"Lymphoma, B-Cell, Relapsed Cancer, Refractory Lymphoma, Diffuse Large B Cell Lymphoma, Mediastinal Large B-cell Lymphoma, High-grade B-cell Lymphoma, Follicular Lymphoma, Mantle Cell Lymphoma",blood cancer
NCT05643092,Immune Effector Cell Associated Neurotoxicity Syndrome,others
NCT06593145,"Acute Lymphoblastic Leukemia (ALL), Mantle Cell Lymphoma (MCL), Large B-cell Lymphoma",blood cancer
NCT06752876,"Systemic Lupus Erythematosus, Lupus, Lupus Erythematosus, Lupus Nephritis",others
NCT05757700,"B-Cell Lymphoma, Large B-cell Lymphoma, DLBCL, Nos Genetic Subtypes, High-grade B Cell Lymphoma, Mediastinal Large B-cell Lymphoma",blood cancer
NCT06838832,Non Hodgkin&#39;s Lymphoma,blood cancer
NCT03055455,Septic Shock,others
NCT05911217,Pancreatic Cancer,solid tumor
NCT06325748,"AML/MDS, CD33 Expressing Hematological Malignancies, FLT3 Expressing Hematological Malignancies",blood cancer
NCT05842707,Refractory or Relapsed B-cell Non-Hodgkin Lymphoma,blood cancer
NCT06852573,Systemic Lupus Erythematosus,others
NCT05981235,Gastrointestinal Tumors,solid tumor
NCT04718883,Mantle Cell Lymphoma,blood cancer
NCT05822427,"Participants Who Received an Allogeneic Chimeric Antigen Receptor T-Cell Product (PBCAR) in a Precision BioSciences, Inc., Clinical Study",others
NCT05393986,"Gastric Adenocarcinoma, Pancreatic Cancer, Gastroesophageal Junction Adenocarcinoma",solid tumor
NCT06447987,"Recurrent Acute Lymphoblastic Leukemia, Refractory Acute Lymphoblastic Leukemia",blood cancer
NCT03098355,"B-Cell Leukemia, B-Cell Lymphoma",blood cancer
NCT05910866,"Bradycardia, Heart Failure, Pacemaker-Induced Cardiomyopathy, Conduction Block, Atrioventricular, Cardiac Remodeling, Ventricular",others
NCT03774654,"Refractory B-Cell Non-Hodgkin Lymphoma, Refractory B-Cell Small Lymphocytic Lymphoma, Relapsed Adult ALL, Relapsed CLL, Relapsed Non Hodgkin Lymphoma",blood cancer
NCT04287660,Multiple Myeloma,blood cancer
NCT03593109,"Lymphoma, B-Cell",blood cancer
NCT06285422,"Non Hodgkin's Lymphoma, Large B-cell Lymphoma",blood cancer
NCT05681286,Type 2 DM /Diabetic Nephropathy,others
NCT02259556,"Hodgkin's Lymphoma, Non-Hodgkin's Lymphoma",blood cancer
NCT03931720,Malignant Tumor,solid tumor
NCT06694298,Refractory Active Systemic Lupus Erythematosus,others
NCT06066346,Multiple Myeloma,blood cancer
NCT04359784,B-Cell Non-Hodgkin Lymphoma,blood cancer
NCT06769191,Schimke Immuno-osseous Dysplasia,others
NCT05932173,"B-Cell Leukemia, B-Cell Lymphoma, B-cell Tumors",blood cancer
NCT03208556,Relapsed or Refractory B-cell Lymphoma,blood cancer
NCT06218602,Lymphoma,blood cancer
NCT06287528,"Philadelphia-Negative ALL, Philadelphia-Positive ALL, Relapsed ALL, Adult, Refractory Acute Lymphoblastic Leukemia, Refractory Acute Lymphoblastic Leukemia (ALL), Refractory Acute Lymphoid Leukemia in Relapse",blood cancer
NCT04173988,"ALL, Childhood B-Cell",others
NCT05326243,"Diffuse Large B Cell Lymphoma, Primary Mediastinal Large B Cell Lymphoma, Large B-cell Lymphoma, Follicular Lymphoma Grade 3A, Follicular Lymphoma Grade 3B",blood cancer
NCT05075603,"Refractory Diffuse Large B-cell Lymphoma, Refractory Diffuse Large B-Cell Lymphoma, Not Otherwise Specified, Recurrent Diffuse Large B-Cell Lymphoma, Refractory High Grade B-Cell Lymphoma, Refractory Transformed Follicular Lymphoma to Diffuse Large B-Cell Lymphoma",blood cancer
NCT04555551,Multiple Myeloma,blood cancer
NCT03624036,Relapsed/Refractory Chronic Lymphocytic Leukemia and Relapsed/Refractory Small Lymphocytic Lymphoma,blood cancer
NCT05474378,Brain and Nervous System,others
NCT05540873,Recurrent Malignant Glioma,solid tumor
NCT06709131,Relapsed/Refractory Acute Myeloid Leukemia(AML),blood cancer
NCT06024486,Juvenile Idiopathic Arthritis,others
NCT04712864,"T-Cell Lymphoma, Peripheral T-Cell Lymphoma Refractory, Cutaneous T-Cell Lymphoma Refractory, Cutaneous T-Cell Lymphoma Recurrent, Peripheral T-Cell Lymphoma Recurrent",blood cancer
NCT04935580,Multiple Myeloma,blood cancer
NCT05950802,DLBCL - Diffuse Large B Cell Lymphoma,blood cancer
NCT06574126,High Risk Smoldering Multiple Myeloma,blood cancer
NCT02892695,"Acute Lymphocytic Leukemia, Chronic Lymphocytic Leukemia, Follicular Lymphoma, Mantle Cell Lymphoma, B-cell Prolymphocytic Leukemia, Diffuse Large Cell Lymphoma",blood cancer
NCT06730659,Relapsed / Refractory Solid Tumor,solid tumor
NCT05020678,"Lymphoma, Non-Hodgkin, B-cell Acute Lymphoblastic Leukemia, Large B-cell Lymphoma, Mantle Cell Lymphoma, Indolent Lymphoma, Waldenstrom Macroglobulinemia, Chronic Lymphocytic Leukemia, Small Lymphocytic Lymphoma, Aggressive Lymphoma, Large-cell Lymphoma",blood cancer
NCT03393936,Renal Cell Carcinoma,solid tumor
NCT04089215,"Lymphoma, Non-Hodgkin, Diffuse Large B Cell Lymphoma, Follicular Lymphoma",blood cancer
NCT05176275,Lymphoma,blood cancer
NCT06465147,Systemic Lupus Erythematosus,others
NCT05620732,"Advanced Pancreatic Carcinoma, Advanced Gastric Carcinoma",solid tumor
NCT06696833,"B-Cell Acute Lymphoblastic Leukemia, Adult",blood cancer
NCT04430595,Breast Cancer,solid tumor
NCT05464719,"Large B-cell Lymphoma, Lymphoma",blood cancer
NCT01953900,"Osteosarcoma, Neuroblastoma",solid tumor
NCT05181501,Multiple Myeloma,blood cancer
NCT05201118,Extramedullary Multiple Myeloma,blood cancer
NCT05277753,T-Cell Acute Lymphoblastic Leukemia,blood cancer
NCT04981119,"Solid Tumor, Adult, Colorectal Cancer, Non Small Cell Lung Cancer, Pancreatic Cancer, CRC, NSCLC, Pancreas Cancer, Mesothelioma, Ovarian Cancer, Ovarian Neoplasms, Ovarian Carcinoma, Mesothelioma, Malignant, Mesothelioma; Lung, Cancer, Triple Negative Breast Cancer (TNBC), Renal Cell Carcinoma (Kidney Cancer), Head and Neck Squamous Cell Carcinoma HNSCC",solid tumor
NCT05664217,"Non-Hodgkin Lymphoma, Relapsed/Refractory Diffuse Large B-cell Lymphoma",blood cancer
NCT03573700,"Acute Lymphoblastic Leukemia, in Relapse, Acute Lymphoblastic Leukemia, Refractory",blood cancer
NCT06720701,Non-Hodgkin Lymphoma,blood cancer
NCT03253289,"Carcinoma, Hepatocellular",solid tumor
NCT06586658,Renal Cell Carcinoma,solid tumor
NCT02744287,"Metastatic Castration-resistant Prostate Cancer, Metastatic Prostate Cancer",solid tumor
NCT04322292,Multiple Myeloma,blood cancer
NCT03294954,Neuroblastoma,others
NCT05654038,B-Cell Lymphoblastic Leukemia/Lymphoma,blood cancer
NCT01109095,Glioblastoma Multiforme (GBM),solid tumor
NCT03674463,Refractory or Relapsed Multiple Myeloma,blood cancer
NCT04892277,"Recurrent B-Cell Non-Hodgkin Lymphoma, Recurrent Chronic Lymphocytic Leukemia, Recurrent Small Lymphocytic Lymphoma, Recurrent Transformed Chronic Lymphocytic Leukemia, Refractory B-Cell Non-Hodgkin Lymphoma, Refractory Chronic Lymphocytic Leukemia, Refractory Small Lymphocytic Lymphoma, Refractory Transformed Chronic Lymphocytic Leukemia",blood cancer
NCT04328298,Hematopathology Eligible or CAR-t Cell Treatment,others
NCT06869278,"Multiple Sclerosis (MS), Neuromyelitis Optica Spectrum Disease (NMOSD), Anti-Myelin Oligodendrocyte Glycoprotein-IgG Associated Disorders (MOGAD), Myasthenia Gravis",others
NCT05377827,"T-Cell Non-Hodgkin Lymphoma, Acute Myeloid Leukemia, Angioimmunoblastic T-cell Lymphoma, Enteropathy-Associated T-Cell Lymphoma, Monomorphic Epitheliotropic Intestinal T-Cell Lymphoma, Peripheral T Cell Lymphoma, Anaplastic Large Cell Lymphoma, Adult T Cell Leukemia, Adult T Cell Lymphoma, T Cell Prolymphocytic Leukemia, Extranodal NK/T-cell Lymphoma, Transformed Mycosis Fungoides, Sezary Syndrome, Primary Cutaneous Gamma-Delta T-Cell Lymphoma, Hepatosplenic T-cell Lymphoma",blood cancer
NCT03185494,"Hematopoietic/Lymphoid Cancer, Adult Acute Lymphoblastic Leukemia in Remission, B-cell Adult Acute Lymphoblastic Leukemia, B-Cell Chronic Lymphocytic Leukemia in Relapse (Diagnosis), Prolymphocytic Leukemia, Recurrent Adult Diffuse Large Cell Lymphoma, Recurrent Grade 1 Follicular Lymphoma, Recurrent Grade 2 Follicular Lymphoma, Recurrent Grade 3 Follicular Lymphoma, Recurrent Mantle Cell Lymphoma, Refractory Chronic Lymphocytic Leukemia, Stage III Adult Diffuse Large Cell Lymphoma, Stage III Chronic Lymphocytic Leukemia, Stage III Grade 1 Follicular Lymphoma, Stage III Grade 2 Follicular Lymphoma, Stage III Grade 3 Follicular Lymphoma, Stage III Mantle Cell Lymphoma, Stage IV Adult Diffuse Large Cell Lymphoma, Stage IV Chronic Lymphocytic Leukemia, Stage IV Grade 1 Follicular Lymphoma, Stage IV Grade 2 Follicular Lymphoma, Stage IV Grade 3 Follicular Lymphoma, Stage IV Mantle Cell Lymphoma",blood cancer
NCT06515626,Solid Tumor,solid tumor
NCT05334823,"Acute Lymphoblastic Leukemia, Relapsed Pediatric ALL, Refractory Acute Lymphoblastic Leukemia",blood cancer
NCT06579469,"B-ALL, Hematologic Malignancy, Solid Tumor",blood cancer
NCT06518668,Systemic Lupus Erythematosus,others
NCT05878184,"Non Hodgkin Lymphoma, Chronic Lymphocytic Leukemia",blood cancer
NCT04581473,"Gastric Adenocarcinoma, Pancreatic Cancer, Gastroesophageal Junction Adenocarcinoma",solid tumor
NCT06782425,Claudin18.2 Positive Advanced Solid Tumors,solid tumor
